id,division,summary,likeCount,createdAt
12993,TECH,유지보수 가능한 LLM 기반 모델드리븐 SW개발 플랫폼,0,2026-04-08T13:52:37Z
12986,TECH,퍼스널 디자인 꽃다발,0,2026-04-08T13:48:12Z
12987,TECH,Ai기반의 심사 교육프로그램 및 청구프로그램,0,2026-04-08T13:47:35Z
11513,TECH,"OFC+NIR 분광기술 AI로 운전자의 음주·마약을 1/10초 내 비접촉 확진해 시동을 차단하고, 도로의 블랙아이스를 실시간 탐지하는 AX 솔루션입니다.",0,2026-04-08T13:41:44Z
12981,TECH,출발! 여행자를 위한 여행키트,0,2026-04-08T13:32:31Z
12314,TECH,공기 저항을  전기 에너지로 전환하는 마찰 제로(Bearingless) 자기 부상 발전기,0,2026-04-08T13:30:33Z
12926,TECH,나만의 생활속편함을위한 아이디어,0,2026-04-08T13:30:10Z
12978,TECH,대학생 공강 1인 매칭 서비스,0,2026-04-08T13:28:58Z
12872,TECH,"[유통 구조 혁신으로 런치플레이션을 해결합니다. 국산으로 합니다.] 국산서리태와 국산팥을 이용한 6천 원대 콩국수 & 하이브리드 F&B 프랜차이즈, '콩팥집'",0,2026-04-08T13:13:50Z
12965,TECH,외로움을 채워주는 기술,0,2026-04-08T13:11:22Z
12963,TECH,일상·외출·운동을 하나로 연결하는 체형 보정 기능성 라이프웨어 브랜드,1,2026-04-08T13:04:07Z
12961,TECH,RAG 기반 부부 연인 상담 LLM,1,2026-04-08T13:01:31Z
12945,TECH,문화유산달력만들기는 내가 가 본 곳을 쉽게 AI로 들어 구축처럼 판매하는 창업아이템 입니다,1,2026-04-08T12:56:50Z
6961,TECH,"반려동물 응급판별 솔루션, ToxiVet",1,2026-04-08T12:55:21Z
12967,TECH,자가증식 나노 시스템,0,2026-04-08T12:53:50Z
12953,LOCAL,공산품 매출 축소로인해 지역마트가 사라져가고있어요. 온라인과의 경쟁에서 뒤쳐지지 않으려면 신선제품으로 mz세대들의 니즈를충족시키고 다시 재도약할수 있을꺼라 생각합니다,0,2026-04-08T12:49:30Z
12959,TECH,"욕설은 순화하고, 소리는 낮추고, 악성 고객은 자동 녹음·증거화하는 AI 헤드셋 엔진. 상담사를 실시간으로 지키는 감정노동자 보호 솔루션",1,2026-04-08T12:44:32Z
3456,LOCAL,"타보고 결정하는 자전거 문화, 광주를 거점으로 한 '테스트 라이딩 센터'",0,2026-04-08T12:44:18Z
12957,TECH,모르는 번호로 전화가 오면 AI가 내 목소리를 실시간 변조해서 보이스피싱용 음성 복제를 원천 차단하는 스마트폰 앱 서비스,0,2026-04-08T12:43:26Z
12891,TECH,공중화장실의 화장지 자동토출장치와 광고판을 이용한 광고비로 공공기간화장지비용ZERO실현,0,2026-04-08T12:29:15Z
12955,TECH,퍼스널 브랜딩을 활용한 헬스케어 창업,0,2026-04-08T12:28:10Z
12950,TECH,화재예방알림 멀티텝,0,2026-04-08T12:24:48Z
12465,TECH,"농구 팀의 샐러리캡, 기록, 뉴스 등을 제공해주는 앱",0,2026-04-08T12:13:28Z
10391,TECH,"AI를 활용해 혼자서 글로벌 애니메이션 IP를 제작,유통하는 1인 콘텐츠 스튜디오",0,2026-04-08T12:13:27Z
12918,TECH,에어돔 기반 차세대 애그테크 플랫폼,0,2026-04-08T11:46:58Z
12929,TECH,소주처럼 맑고 쓰지만 도수가 없고 취하지않는 느낌뿐인 소주,0,2026-04-08T11:34:56Z
12911,LOCAL,"재료부터 음식까지 전부 강원도! 전통을 담은 감자옹심이 밀키트, 감자바우",0,2026-04-08T11:24:07Z
12915,TECH,"사람이 아닌 시스템으로 매장이 운영되는, 모든 자영업을 위한 통합 자동화",1,2026-04-08T11:09:59Z
12897,TECH,"하루 24시간 웰니스 루틴을 자동 설계하고, 실행까지 도와주는 라이프 스타일ai",0,2026-04-08T11:02:56Z
12901,TECH,"전기 자재 도소매,전자 제품 수리",0,2026-04-08T11:00:09Z
12881,TECH,모듈형 차세대 서스펜션,4,2026-04-08T10:58:11Z
12870,TECH,창업용 추상적 아이디어 구체화 AI,4,2026-04-08T10:57:54Z
12871,TECH,근접센서와 매카넘휠을 이용한 자율주행 링거폴대,4,2026-04-08T10:57:43Z
12853,TECH,외국인 여행객을 K-콘텐츠 크리에이터로 만들어주는 체험형 서비스,0,2026-04-08T10:56:03Z
12902,TECH,"[실, 비즈] 반지, 팔찌 공방",0,2026-04-08T10:43:52Z
12890,TECH,봉제공장 을운영하고싶습니다,0,2026-04-08T10:37:49Z
12898,TECH,재활 디지털 플랫폼 개발,0,2026-04-08T10:35:20Z
12895,TECH,가장 저렴한 한우국밥과 요리,0,2026-04-08T10:32:12Z
12869,TECH,손 안 대고 장보기 가능? 나는 가능 ㅋ,4,2026-04-08T10:26:54Z
9437,TECH,여행지에서도 아이의 잠자리를 안전하게 지켜주는 휴대용 침대가드,4,2026-04-08T10:25:07Z
12879,TECH,폴더 기반  정보저장 앱으로 중요한 페이지를 각각의 폴더에 저장할 수 있는 [보물창고] 앱입니다.,0,2026-04-08T10:19:51Z
12880,TECH,내 남은 삶을 스스로 정리하고 흩어진 디지털 기록까지 알아서 지워주는 맞춤형 웰다잉 준비 서비스입니다.,1,2026-04-08T10:14:38Z
9659,TECH,"개인화된 AI 서비스 시장에서 소규모 개발자 혹은 개인들의 고품질 일상, 공감 데이터 확보 문제를 3중 품질 검증 크라우드소싱으로 해결하는 AI 챗봇 Crowdians",0,2026-04-08T10:10:28Z
12874,TECH,도전! 나만의 1인 브런치카페,0,2026-04-08T10:06:01Z
12770,TECH,AI 에이전트를 활용한 한-베트남 B2B 마켓 인텔리전스 플랫폼,0,2026-04-08T09:59:31Z
7592,TECH,"디저트 업장의 품질·안전·효율 문제를 해결하고, 토치 없이도 깔끔한 단면 구현과 생산 표준화를 돕는 온도제어형 스마트 열선 칼.",1,2026-04-08T09:56:36Z
12834,TECH,일본 약사 기반 AI 큐레이션과 무인증 결제 솔루션으로 부산 관광의 장벽을 허무는 웰니스 컨시어지 플랫,0,2026-04-08T09:46:44Z
12838,TECH,가족과 나의 기억을 AI 인터뷰로 쌓아 자서전으로 완성하는 라이프 아카이브 서비스,1,2026-04-08T09:46:09Z
12836,TECH,"ai들이 직접이용하고 , 결제하고 , 후기도 남기는 api 마켓플레이스 (Moden)",0,2026-04-08T09:45:58Z
12855,TECH,우리동네에 일본느낌에 편안한 미용실이 있다?,0,2026-04-08T09:41:21Z
11509,TECH,모두의 참여 화장실 공유 플랫폼,1,2026-04-08T09:35:31Z
12839,LOCAL,외부 음료 환영 카페 커피와 디저트가 자연스럽게 들리는 작은 도구,0,2026-04-08T09:18:05Z
12850,LOCAL,AI가 개인 식습관·건강 데이터를 분석해서 오늘 먹을 메뉴를 자동 추천하고 재료까지 주문해주는 서비스,0,2026-04-08T09:13:03Z
12844,LOCAL,무인애견카페를 통한 반려인 공간 생성,0,2026-04-08T09:12:37Z
12849,LOCAL,"낮에는 브런치카페, 밤에는 디너펍",0,2026-04-08T09:11:47Z
12847,LOCAL,정책자금 브로커를 잡는 브로커,0,2026-04-08T09:10:04Z
12829,TECH,직업훈련에서 나오는 작품들을 수급해서 판매,0,2026-04-08T09:00:31Z
12811,TECH,누구나 손쉽게 뽑는을수 있는 전기프러그,2,2026-04-08T08:57:26Z
12817,LOCAL,광주 로컬 식재료와 공공 인프라를 활용한 '로컬-에코 스몰 웨딩 플랫폼,2,2026-04-08T08:57:19Z
9486,TECH,퇴사 할까~말까~ / 퇴사 후 생존 가능성을 수치로 예측해주는 개인 맞춤형 시뮬레이션 서비스,1,2026-04-08T08:52:13Z
12773,LOCAL,현대인의 힐링 공간 <마레스트 (MARREST)>,1,2026-04-08T08:50:55Z
12759,LOCAL,부산의 기록을 콘텐츠로 남기는 로컬문화카페,1,2026-04-08T08:46:23Z
12827,TECH,동네 식당의 당일 손질 원육 자투리를 업사이클링하여 신선도와 출처를 100% 보장하는 로컬 프리미엄 펫 전용 화식 서비스,1,2026-04-08T08:46:10Z
12826,TECH,먹는 재미에 뽑는 설렘까지! 랜덤 야구 굿즈 디저트!,1,2026-04-08T08:46:00Z
12825,TECH,"유아, 노인 및 긴급상황 등을 위한 태양열 자가충전 스마트태그",3,2026-04-08T08:45:49Z
12282,TECH,AI와 귀여운 캐릭터로 경제·주식 입문 장벽을 허무는  금융 리터러시 습관 플랫폼 — 경제슴이,1,2026-04-08T08:45:41Z
12804,TECH,탄화왕겨와  아로마를  더한  입체 수면베개를 이용한 불면증 개선용  기능성 베개,0,2026-04-08T08:45:23Z
12738,TECH,"중학생의 수학 성적 정체 원인을 AI로 진단하고, 전문가 상담까지 연결해 학생별 학습 병목을 해결하는 하이브리드 학습관리 플랫폼입니다.",0,2026-04-08T08:39:13Z
12745,TECH,귀 건강을 위한 이어폰 관리 앱,0,2026-04-08T08:36:42Z
12813,TECH,나만의 아이디어로 만든 핸드메이드 악세서리 소품,0,2026-04-08T08:35:12Z
11917,TECH,AI를 활용한 맞춤형 인사·조직 평가관리 시스템,0,2026-04-08T08:33:30Z
12743,TECH,"단순한 제작을 넘어, 이웃의 아픈 마음을 치유하고 잃어버린 유대를 회복하는 힐링 어드벤처 게임, 오솔길 끝의 고민 상담소",0,2026-04-08T08:29:46Z
12815,TECH,AI 기반 스마트팜 솔루션,0,2026-04-08T08:27:29Z
12741,TECH,신문기자의 페르소나를 학습하여 기사의 초안작성과 마감까지 원스톱으로 도와주는 AI 편집 Editor,2,2026-04-08T08:16:54Z
12796,TECH,산업 현장에서 꼭 필요한 저항 부품을 합리적인 가격과 안정적인 공급으로 연결하는 전문 저항 유통 사업입니다.,0,2026-04-08T08:15:45Z
12786,LOCAL,"아이들과 장애인의 소중한 그림을 AI로 예쁘게 다듬어, 기업과 공공기관의 착한 디자인으로 만들어주는 서비스",0,2026-04-08T08:03:59Z
12763,TECH,전국의 산업단지(생산공장형) 및 프랜차이즈본사 및 가맹점 전용  [기업 리스크관리 및 메이저 보험사별 단체보험 입찰 경쟁 플랫폼],0,2026-04-08T08:01:05Z
4286,LOCAL,모두의 투명한 물가,0,2026-04-08T08:00:30Z
12496,LOCAL,"""지역의 유휴 공간을 세상에 없던 특별한 아지트로, 턱시도 고양이 도비가 배달하는 국내 최초 이동형 프라이빗 라운지 '마이룸'""",0,2026-04-08T08:00:01Z
12776,TECH,바쁜 일상 속에서도 가족의 안부를 놓치지 않게 해주는 케어 서비스,1,2026-04-08T07:59:17Z
12789,TECH,지상형 24시간 무인 물품보관소,0,2026-04-08T07:58:33Z
12787,TECH,AI를 활용한 트레이딩,0,2026-04-08T07:56:34Z
12780,TECH,AI 진단과 멤버십 기반으로 배관 문제를 예방·관리하는 생활밀착형 배관 관리 플랫폼,1,2026-04-08T07:55:55Z
12705,TECH,스크럽패드가 부착된 대걸레,1,2026-04-08T07:54:36Z
9148,TECH,혁신 게임개발 솔루션 기반 글로벌 게임개발,0,2026-04-08T07:54:33Z
12769,TECH,자신의 성적에 맞는 대학 설계,0,2026-04-08T07:49:56Z
12767,LOCAL,"기계는 관찰만 하고 경찰은 오기 힘든 그 찰나, 신원 검증된 '동네 보안관'이 즉시 달려와 당신의 집 앞 복도와 거실의 안전을 직접 확인해 주는 1인 가구 밀착 방어 플랫폼입니다.",1,2026-04-08T07:46:19Z
12676,TECH,제조 및 기업을 상대로한 디자인이 있는 광고 홍보물 제작을 할 예정입니다.,0,2026-04-08T07:42:52Z
12772,TECH,"모든 영업용 부동산을 조각투자해서 영업, 마케팅, 사용, 수입을 얻는 행위를 하고 부동산 가치를 올리는 행위를 투자자들과 잔략적이고 친화적으로 적극적 소유하는 sto 플랫폼입니다",0,2026-04-08T07:42:51Z
12755,TECH,검증된 경험 데이터가 기업의 전략이 되는 AI 기반 VOC 인사이트 플랫폼: 1인의후기 TRUST,0,2026-04-08T07:31:00Z
12760,TECH,대학생을 위한 집중력 향상 시간관리 앱,0,2026-04-08T07:22:44Z
12762,TECH,"키, 체형, 스타일 정보를 기반으로 나만의 인생 향수 3가지를 추천해 드립니다.",0,2026-04-08T07:21:49Z
12736,LOCAL,꿀을 이용한 로컬푸드,0,2026-04-08T07:12:22Z
9012,TECH,두 번째 삶은 미니어처,0,2026-04-08T07:11:41Z
12724,LOCAL,제주 귤tea 의 발상의 전환,1,2026-04-08T07:05:53Z
12706,TECH,"말하듯이 입력하면, AI가 알아서 정리해주는 똑똑한 일정 관리 앱, WorkFlowAI",0,2026-04-08T07:00:26Z
12727,LOCAL,지역 농부들과 연계하여 우울증겪는 학생들 농촌체험. 농부들은 식사제공 고기파티,0,2026-04-08T06:54:29Z
5999,TECH,"게임처럼 배우는 돈의 원리. 돈의 역사부터 주식 펀더멘탈 분석, 창업 사례까지 듀오링고처럼 퀴즈로 배우는  금융 리터러시 앱입니다.",0,2026-04-08T06:52:05Z
12715,TECH,"2D 도면 업로드만으로 AI 물량 산출, 내역서 자동 생성, 3D 공간 시각화 및 지하시설물(GIS) 기반 입지 분석까지 한 번에 끝내는 '원스톱 스마트 견적·설계 플랫폼'입니다.",2,2026-04-08T06:45:42Z
12050,TECH,야구장 내 음식점 구매서비스 앱,0,2026-04-08T06:45:04Z
12553,TECH,주식을 도와주는 ai 비서,0,2026-04-08T06:41:04Z
12702,TECH,"메주를 분쇄, 성형, 발효, 건조의 전 과정을  한번에 처리하는 기계 제작  및 판매",0,2026-04-08T06:39:05Z
12681,TECH,수채화 일러스트 기반의 감성 스토리를 활용한 숏폼 애니메이션 캐릭터 IP를 제작하여 글로벌 시장으로 확장하는 콘텐츠 사업입니다.,0,2026-04-08T06:35:42Z
12687,TECH,"지역 결제서비스를 활용한 지역 상품(특산품, 농수산물 등) 온라인 결제 및 배송 서비스",0,2026-04-08T06:30:28Z
12703,LOCAL,자기 질문과 실천 루틴으로 삶의 기준을 만들어가는 멤버십 공간,1,2026-04-08T06:28:37Z
12631,TECH,AI 에이전트 기반 중소기업의 반복 업무를 대신하는 AI 직원 서비스입니다.,1,2026-04-08T06:26:18Z
12671,LOCAL,"AI 안면 분석과 K-뷰티 리얼 콘텐츠를 결합한, 외국인 맞춤형 한국 의료관광 큐레이션 플랫폼 (가칭 : 마일룩)",1,2026-04-08T06:23:51Z
12592,TECH,"세이프릴리즈 장갑. 회전기계 말림 끼임, 말림 사고 최소화를 위한 선택적 파단구조의 안전장갑 제조, 판매",1,2026-04-08T06:19:07Z
12700,TECH,냄새 감지 섬유 개발,1,2026-04-08T06:15:55Z
12696,TECH,짜장면 3분 배달 시스템,1,2026-04-08T06:14:36Z
12692,TECH,AI 언어 놀이 로봇과 데이터 플랫폼을 통해 가정과 언어재활센터를 연결하여 아이의 일상 속 언어 발달을 지속적으로 지원하는 서비스.,1,2026-04-08T06:13:25Z
12376,LOCAL,지역특산물을 활용한 반려동물 기능성 펫푸드,1,2026-04-08T06:12:10Z
12652,TECH,"내가 지금 당장 받을 수 있는 모든 정부 지원금과 정책자금을 금액과 함께 한눈에 보여주고, 알림부터 신청까지 한 번에 도와주는 대한민국 최초의 AI 지원금매칭 앱 줍줍입니다.",1,2026-04-08T06:12:09Z
12650,TECH,"""나를 알아주는 따뜻한 아침 편지, 6070 정서 케어를 위한 AI 기반 '효도 안부 시스템""",1,2026-04-08T06:09:55Z
12632,TECH,향기 기반 감정관리 루틴 키트,1,2026-04-08T06:09:46Z
12220,TECH,재즈와 시티팝이 흐르는 카페& 바,1,2026-04-08T06:09:04Z
12653,TECH,"AI 동적 프롬프팅과 형태소 분석, 번역 메모리 관리를 통한 RPG 전문 번역 서비스",1,2026-04-08T06:05:34Z
12680,TECH,특허받은 내성발톱교정기 한국 풋케어 제품을 세계로!,1,2026-04-08T06:03:17Z
12658,LOCAL,Da Capo 다 카포 처음으로 돌아가 다시 연주하라,1,2026-04-08T06:01:25Z
12642,LOCAL,아이와 여성이 함께 배우는 바둑센터,0,2026-04-08T05:38:30Z
12657,TECH,"공강 시간에는 돈을 벌고, 바쁠 때는 시간을 사는 '학생 맞춤형' 캠퍼스 심부름 마켓, 캠퍼스 퀵입니다.",0,2026-04-08T05:37:07Z
114,TECH,회로설계 과정을 자동화하는 AI 기반 CAD 에이전트,0,2026-04-08T05:34:48Z
12614,TECH,전 세계 피부톤에 맞춰 나만의 컬러를 찾게 해주는 글로벌 DIY 커스터마이징 뷰티 브랜드,20,2026-04-08T05:34:20Z
12634,LOCAL,유아부터 성인·시니어까지 누구나 참여 가능한 통합형 음악 콩쿠르 플랫폼을 통해 도전·성취·성장을 제공하는 ‘브릴리언트 뮤직 아카데미 콩쿠르’ 운영,0,2026-04-08T05:32:40Z
12622,TECH,스마트폰만으로 나만의 맞춤형 인솔 제작,0,2026-04-08T05:27:11Z
12615,TECH,친환경 광열 자가발열 기반 액상 제설 시스템을 통한  사회적 비용 및 제설 비용을 혁신하는 차세대 솔루션,0,2026-04-08T05:16:42Z
12580,TECH,스윙슬라이드 - 탈부착 가능한 복합진동을 통한 저가형 가정의류 건조 시스템 모듈,12,2026-04-08T05:07:23Z
12625,LOCAL,도전! 1인 디저트 카페,0,2026-04-08T05:05:48Z
12584,TECH,"""1인 창작자부터 제조 현장까지, 숙련자의 노하우를 디지털화하여 도자 제작을 돕는 AI 기반 슬립캐스팅 설계 어시스턴트""",0,2026-04-08T04:56:12Z
12214,LOCAL,세계 최고 금속활자본 '직지'의 기록 문화를 현대적 아날로그 워크스테이션과 숙박으로 재해석하여 구도심에 활력을 불어넣는 '청주형 기록문화 복합 공간',0,2026-04-08T04:52:25Z
11943,LOCAL,AI 정밀 농업 데이터를 활용하여 기존 대비 60배의 효율을 실현하는 스마트 항공 방제 솔루션,0,2026-04-08T04:45:16Z
2849,TECH,"다리를 더 길어 보이게 만드는 남성 기능성 보정속옷, 외형개선",0,2026-04-08T04:44:21Z
12596,LOCAL,생선부산물을 세척하여 염도를 뺀 후 건조하여 갈아서 애완동물용 식품으로 가공,0,2026-04-08T04:33:51Z
12606,TECH,해양 레저 문화를 통해 지역 문화와 경제 발전을 성장시키고자 합니다.,0,2026-04-08T04:30:51Z
12607,TECH,영유아 수면 환경 최적화 제어 시스템,0,2026-04-08T04:29:36Z
12599,LOCAL,"방문을 인증하고, 신뢰를 데이터로 만드는 로컬 플랫폼",0,2026-04-08T04:23:33Z
9177,TECH,시설하우스 광 투과율 개선을 위한 비접촉식 정전기 청소 로봇,0,2026-04-08T04:22:24Z
11057,TECH,"입양을 기다리는 구조견이 런웨이에 선다  반려견과 보호자가 함께 입는 빈티지 스트릿 패션, Pawppy",0,2026-04-08T04:11:27Z
12386,TECH,EPD.ESS.ESG,0,2026-04-08T04:09:51Z
12590,TECH,모든 예약을 편하게,0,2026-04-08T03:57:58Z
12585,TECH,인테리어 업체를 위한 종합 운영 솔루션,0,2026-04-08T03:56:04Z
12565,TECH,사용자의 현재 기분과 상황을 입력받아 감정을 세밀하게 분석하고 그에 맞는 플레이리스트와 다양한 노래를 자동으로 추천해주는 맞춤형 음악 앱입니다,0,2026-04-08T03:53:58Z
12581,TECH,반려묘 건강확인 하기,0,2026-04-08T03:46:18Z
12564,TECH,청각장애인을 위한 소리만들기,0,2026-04-08T03:46:13Z
12525,TECH,K-뷰티의 글로벌화를 선도할 똑똑한 내 손안의 AI 뷰티 디렉터,0,2026-04-08T03:44:37Z
12569,TECH,뮤직 스타트! 나의 스타일에 맞는 노래를 추천해주는 어플,0,2026-04-08T03:44:30Z
12570,TECH,이어폰과 휴대폰을 합쳐서 네오링크라는 기계를 떠올렸어요!,1,2026-04-08T03:41:18Z
12563,TECH,최신 유행을 알려주는 정보 앱,0,2026-04-08T03:40:14Z
12577,TECH,접이식 침대 학교에서 쓰는용이고 수업시간에는 의자로 사용할수 있고 쉬는시간에 졸릴때에는 등받이부분을 젖혀서 침대로 쓸수있다,0,2026-04-08T03:37:43Z
12560,TECH,저독성·저자극성 친환경 스프레이,0,2026-04-08T03:35:58Z
12554,TECH,나만의 알람을 정리해주는 AI,0,2026-04-08T03:35:30Z
12517,TECH,"AI가 상업공간 도면의 품질을 정량 평가하고, 설계 대안부터 시각화까지 자동화하는 B2B SaaS",1,2026-04-08T03:34:17Z
12571,TECH,중국집이나 음식점에서 많이 쓰는 후라이팬인데 보통은 쓰면 손목이 나가는데 내가 만드려는 웍은 손목도 아프지 않고 재료도 맛있게 볶아주는 ㄹㅈㄷ 제품이다,0,2026-04-08T03:33:27Z
12572,TECH,"셀럽 애장품 자선경매로 팬덤 문화와 기부 문화를 하나로 잇는 프리미엄 플랫폼, 뮤즈업",0,2026-04-08T03:32:36Z
12555,TECH,자기 몸 사진을 찍고 어울리는 향 또는 옷 스타일 추천,0,2026-04-08T03:31:43Z
12561,TECH,감정 교환 익명 플랫폼,0,2026-04-08T03:29:19Z
12574,TECH,로봇 청소 및 쓰레기통!,0,2026-04-08T03:28:07Z
12552,TECH,어디서든 데이터 부자!,0,2026-04-08T03:27:41Z
12547,TECH,"AI 기반 크리에이터 디지털 콘텐츠 비즈니스 올인원 솔루션, 크레킷(crekit)",0,2026-04-08T03:23:32Z
12556,TECH,학습 데이터를 분석해 맞춤 계획·피드백·집중 관리까지 제공하는 AI 기반 개인화 학습 코칭 플랫폼.,0,2026-04-08T03:21:52Z
